iid,gender,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1
518,0,23.0,Theater,15.0,2.0,2.0,1.0,5.0,7.0,2.0,Actress,6.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,20.0,25.0,25.0,30.0,5.0,5.0,35.0,10.0,10.0,30.0,5.0,10.0,6.0,9.0,8.0,8.0,7.0
519,0,26.0,Education Policy,9.0,2.0,8.0,9.0,2.0,4.0,2.0,School Leadership/Politics,13.0,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,8.0,2.0,2.0,40.0,5.0,30.0,15.0,5.0,5.0,80.0,2.0,5.0,10.0,1.0,2.0,8.0,10.0,9.0,9.0,10.0
520,0,28.0,Social Work/SIPA,11.0,6.0,2.0,1.0,1.0,7.0,1.0,Foreign Service,9.0,4.0,6.0,8.0,8.0,10.0,8.0,5.0,2.0,9.0,10.0,8.0,9.0,8.0,5.0,5.0,8.0,2.0,25.0,15.0,25.0,15.0,10.0,10.0,40.0,5.0,15.0,20.0,10.0,10.0,8.0,9.0,8.0,7.0,5.0
521,0,26.0,Social Work,11.0,2.0,3.0,1.0,1.0,3.0,1.0,Exec. Director of social service non-profit,9.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,10.0,30.0,20.0,15.0,15.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,7.0,9.0,8.0,9.0,8.0
522,0,22.0,Law,1.0,2.0,3.0,6.0,1.0,6.0,2.0,Assistant District Attorney,1.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,10.0,20.0,15.0,20.0,15.0,20.0,20.0,15.0,15.0,20.0,10.0,20.0,7.0,7.0,9.0,7.0,8.0
523,0,27.0,Education,9.0,4.0,3.0,2.0,2.0,4.0,3.0,??,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,9.0,9.0,8.0,6.0
524,0,25.0,medicine,4.0,4.0,9.0,6.0,2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,15.0,20.0,25.0,20.0,10.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,8.0,7.0,7.0
525,0,24.0,Public Health,15.0,2.0,2.0,8.0,2.0,4.0,1.0,Sex Therapist,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,10.0,15.0,30.0,20.0,15.0,10.0,50.0,5.0,5.0,25.0,5.0,10.0,6.0,10.0,10.0,8.0,9.0
526,0,26.0,Social Work,11.0,3.0,5.0,2.0,1.0,5.0,3.0,Social Work,11.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,10.0,10.0,30.0,20.0,10.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,3.0,6.0,7.0,9.0,10.0
527,0,24.0,Social Work,11.0,6.0,5.0,5.0,1.0,4.0,3.0,Social Worker,11.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,50.0,20.0,10.0,5.0,10.0,5.0,70.0,5.0,5.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0
528,0,29.0,Social Work,11.0,3.0,8.0,7.0,2.0,6.0,1.0,Social Worker,11.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,40.0,10.0,30.0,10.0,10.0,,55.0,5.0,10.0,10.0,10.0,10.0,9.0,6.0,8.0,8.0,8.0
529,0,22.0,Engineering,5.0,4.0,4.0,1.0,2.0,4.0,1.0,Engineer,5.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,10.0,25.0,25.0,10.0,10.0,20.0,25.0,25.0,10.0,10.0,5.0,25.0,6.0,10.0,7.0,9.0,5.0
530,0,22.0,Mechanical Engineering,5.0,4.0,1.0,1.0,2.0,7.0,3.0,dont know yet,10.0,7.0,10.0,5.0,6.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,8.0,10.0,9.0,10.0,6.0,3.0,20.0,20.0,10.0,15.0,5.0,30.0,40.0,10.0,10.0,10.0,10.0,20.0,3.0,9.0,9.0,9.0,7.0
531,1,25.0,ELECTRICAL ENGINEERING,5.0,4.0,5.0,1.0,2.0,7.0,2.0,TEACHING,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,15.0,30.0,20.0,20.0,10.0,5.0,30.0,30.0,0.0,20.0,0.0,20.0,10.0,10.0,10.0,6.0,10.0
532,1,26.0,Electrical Engineering,5.0,4.0,8.0,3.0,1.0,2.0,2.0,ASIC Engineer,5.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,25.0,20.0,20.0,20.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0
533,1,26.0,Engineering,5.0,2.0,1.0,1.0,2.0,6.0,2.0,Academic/ Finance,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,25.0,25.0,25.0,13.0,12.0,0.0,25.0,15.0,15.0,15.0,15.0,15.0,8.0,9.0,9.0,8.0,9.0
534,1,24.0,electrical engineering,5.0,6.0,1.0,1.0,3.0,5.0,6.0,"software engr, network engr",5.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,30.0,30.0,30.0,5.0,2.0,3.0,25.0,25.0,25.0,10.0,10.0,5.0,7.0,9.0,9.0,8.0,5.0
535,1,23.0,Biochemistry,10.0,2.0,5.0,6.0,1.0,5.0,3.0,Science,2.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,23.0,14.0,19.0,16.0,10.0,18.0,20.0,15.0,15.0,20.0,20.0,10.0,6.0,7.0,7.0,6.0,5.0
536,1,29.0,Math,2.0,2.0,1.0,1.0,1.0,5.0,2.0,Finance,7.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,30.0,20.0,20.0,20.0,10.0,0.0,30.0,5.0,10.0,20.0,30.0,5.0,7.0,8.0,8.0,8.0,8.0
537,1,22.0,Electrical Engineering,5.0,4.0,7.0,1.0,1.0,5.0,1.0,Law,1.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,20.0,5.0,25.0,25.0,5.0,20.0,15.0,10.0,15.0,25.0,15.0,25.0,7.0,9.0,9.0,9.0,7.0
538,1,32.0,Biomedical engineering,5.0,2.0,1.0,1.0,1.0,4.0,2.0,self-made millionare,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,50.0,0.0,10.0,30.0,0.0,10.0,40.0,20.0,0.0,30.0,10.0,0.0,7.0,8.0,8.0,9.0,8.0
539,1,22.0,Law,1.0,2.0,6.0,6.0,1.0,4.0,1.0,Lawyer,1.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,30.0,10.0,20.0,15.0,15.0,10.0,20.0,15.0,20.0,15.0,25.0,5.0,8.0,8.0,10.0,9.0,10.0
540,1,24.0,Industrial Engineering,5.0,2.0,5.0,1.0,1.0,7.0,4.0,"Academic Work, Consultant",2.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,20.0,15.0,20.0,20.0,15.0,10.0,20.0,30.0,10.0,20.0,10.0,10.0,5.0,7.0,5.0,6.0,7.0
541,1,23.0,Industrial Engineering/Operations Research,5.0,4.0,2.0,2.0,3.0,7.0,3.0,Entrepreneur,7.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,40.0,30.0,0.0,20.0,0.0,10.0,10.0,25.0,25.0,20.0,10.0,10.0,8.0,9.0,9.0,9.0,8.0
542,1,23.0,Masters of Industrial Engineering,5.0,4.0,7.0,1.0,2.0,5.0,3.0,To go into Finance,7.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,25.0,15.0,20.0,20.0,10.0,10.0,30.0,20.0,10.0,20.0,5.0,15.0,8.0,9.0,8.0,8.0,9.0
543,1,24.0,Electrical Engineering,5.0,4.0,9.0,6.0,1.0,7.0,2.0,Research Engineer,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,20.0,16.0,16.0,17.0,16.0,15.0,20.0,16.0,16.0,17.0,16.0,15.0,7.0,9.0,8.0,9.0,9.0
544,1,23.0,Biomedical Engineering,5.0,4.0,3.0,8.0,1.0,7.0,3.0,Physician,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,15.0,25.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,7.0,10.0,9.0,10.0,8.0
545,1,24.0,Biomedical Informatics,5.0,2.0,7.0,1.0,1.0,7.0,2.0,Doctor,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,10.0,20.0,25.0,5.0,8.0,8.0,9.0,8.0,6.0
546,1,30.0,Business,8.0,2.0,3.0,4.0,2.0,4.0,1.0,Consulting,7.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,35.0,10.0,20.0,25.0,5.0,5.0,30.0,10.0,10.0,30.0,10.0,10.0,9.0,8.0,8.0,10.0,7.0
547,1,30.0,MBA - Private Equity / Real Estate,8.0,2.0,1.0,1.0,2.0,3.0,1.0,Private Equity - Leveraged Buy-Outs,7.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,25.0,20.0,20.0,20.0,0.0,15.0,25.0,20.0,10.0,25.0,15.0,5.0,7.0,9.0,8.0,8.0,8.0
548,1,30.0,Business,8.0,2.0,8.0,8.0,1.0,6.0,1.0,Management,7.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,40.0,10.0,20.0,10.0,0.0,20.0,30.0,20.0,20.0,0.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0
549,1,28.0,General management/finance,8.0,2.0,2.0,3.0,1.0,7.0,1.0,General management/consulting,7.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,35.0,10.0,10.0,15.0,20.0,10.0,7.0,10.0,9.0,8.0,9.0
550,1,30.0,MBA,8.0,2.0,5.0,6.0,2.0,4.0,1.0,Finance,7.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,30.0,3.0,30.0,30.0,3.0,4.0,20.0,3.0,30.0,30.0,13.0,4.0,7.0,7.0,7.0,7.0,7.0
551,1,27.0,Business,8.0,1.0,2.0,1.0,1.0,6.0,3.0,Banking,7.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,7.0,8.0,8.0,3.0,5.0
552,1,25.0,Climate Dynamics,18.0,2.0,1.0,1.0,1.0,2.0,1.0,assistant master of the universe (otherwise it's too much work),15.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,70.0,0.0,15.0,15.0,0.0,0.0,50.0,0.0,0.0,30.0,0.0,20.0,8.0,7.0,7.0,6.0,7.0
